store_num	style_id	name	hh_mm	img_url	latitude	longitude
344	3220456	Pretty Polly 'Sun Oil Sheen' Pantyhose	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/19/_6893519.jpg	34420018	-119701127
751	3383390	Yves Saint Laurent 'Rouge Pur Couture' Lip Color	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/10/_6203630.jpg	35902531	-78939383
722	3495642	Yves Saint Laurent 'Rouge Pur' Lipstick	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/19/_7771159.jpg	32830032	-97197178
765	2826969	CHANEL L�VRES SCINTILLANTES GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/6/_6559366.jpg	27961862	-82524062
765	3499409	CHANEL L�VRES SCINTILLANTES OCEAN SHIMMER GLOSSIME	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
762	3495639	Yves Saint Laurent 'Rouge Volupt� Shine' Lipstick	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/4/_7618444.jpg	26368447	-80134361
1	3136277	Thalgo Cocooning Tonic Lotion	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/16/_7336116.jpg	47611970	-122335964
621	3142789	CHANEL ROUGE COCO SHINE	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/18/_7978058.jpg	38861305	-77059911
4	2793356	Clarins Gentle Day Cream	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/5/_6177865.jpg	47614083	-122204713
763	3583714	Dior 'Addict' Gloss	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/19/_7671219.jpg	25732069	-80258474
1	3495641	Yves Saint Laurent 'Rouge Pur Couture - Vernis a L	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/2/_7553022.jpg	47611970	-122335964
343	3055987	Dior 'Diorshow' Brow Styler	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/15/_5874795.jpg	34040461	-118427744
531	3570012	Mini Boden 'Decorative' Cotton Voile Skirt (Toddle	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/15/_8167415.jpg	42300485	-71379738
531	3507667	Bobux 'I-Walk - Wild Flower' Mary Jane (Walker & T	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/8/_8314208.jpg	42300485	-71379738
722	3409081	Yves Saint Laurent 'Rouge Pur' Lipstick	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/19/_7771159.jpg	32830032	-97197178
343	3575947	Dior 'Rouge Dior' Lipstick	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/19/_8285639.jpg	34040461	-118427744
